Customer_ID,Age,Income,Income_Copy,City,Join_Date,Purchased,Region,Purchased_Copy
CUST-0335,50,51911.230581093085,52949.455192714944,Pune,2022-12-01,1,West,1
CUST-0336,21,42289.08606007098,43134.8677812724,Delhi,2022-12-02,0,West,0
CUST-0337,50,22010.337982590307,22450.544742242113,Bangalore,2022-12-03,0,West,0
CUST-0338,31,215309.7886084906,219615.98438066043,Mumbai,2022-12-04,0,West,0
CUST-0339,38,46541.650423360465,47472.48343182768,Mumbai,2022-12-05,0,West,0
CUST-0340,65,13539.726437839996,13810.520966596796,Delhi,2022-12-06,0,West,0
CUST-0341,37,5367.150231244343,5474.4932358692295,Delhi,2022-12-07,0,West,0
CUST-0342,25,8294.414629491293,8460.302922081119,,2022-12-08,0,West,0
CUST-0343,24,14115.342469757048,14397.64931915219,Mumbai,2022-12-09,0,West,0
CUST-0344,20,8758.243747714701,8933.408622668996,Mumbai,2022-12-10,0,West,0
CUST-0345,34,10324.58727272902,10531.079018183602,Mumbai,2022-12-11,0,West,0
CUST-0346,50,16780.292410772327,17115.898258987774,Mumbai,2022-12-12,0,West,0
CUST-0347,65,9520.12168314435,9710.524116807237,Mumbai,2022-12-13,0,West,0
CUST-0348,29,113537.57246779576,115808.32391715168,Pune,2022-12-14,0,West,0
CUST-0349,68,4181.785629600008,4265.4213421920085,Delhi,2022-12-15,0,West,0
CUST-0350,39,37170.617505635135,37914.02985574784,Pune,2022-12-16,0,West,0
CUST-0351,39,26415.277824465116,26943.58338095442,Mumbai,2022-12-17,0,West,0
CUST-0352,63,201932.108300796,205970.75046681194,Bangalore,2022-12-18,1,West,1
CUST-0353,47,,,,2022-12-19,0,West,0
CUST-0354,999,25362.89968712152,25870.15768086395,Mumbai,2022-12-20,0,West,0
CUST-0355,55,174452.98320633575,177942.04287046246,Mumbai,2022-12-21,1,West,1
CUST-0356,62,100312.20309840774,102318.4471603759,Bangalore,2022-12-22,1,West,1
CUST-0357,68,84933.15170180898,86631.81473584517,Pune,2022-12-23,1,West,1
CUST-0358,25,14913.754176675231,15212.029260208736,Pune,2022-12-24,0,West,0
CUST-0359,44,9369.976639324375,9557.376172110862,Mumbai,2022-12-25,0,West,0
CUST-0360,44,55227.97993408918,56332.53953277096,Pune,2022-12-26,1,West,1
CUST-0361,51,132519.25474799777,135169.63984295772,Bangalore,2022-12-27,1,West,1
CUST-0362,38,40682.52109523711,41496.171517141855,Pune,2022-12-28,0,West,0
CUST-0363,47,42386.37807292933,43234.10563438792,Mumbai,2022-12-29,1,West,1
CUST-0364,50,16423.751540532543,16752.226571343195,Bangalore,2022-12-30,0,West,0
CUST-0365,45,73373.68792060443,74841.16167901651,Pune,2022-12-31,1,West,1
CUST-0366,64,10353.899107303541,10560.977089449612,Delhi,2023-01-01,0,West,0
CUST-0367,50,19554.39065596163,19945.478469080863,Bangalore,2023-01-02,0,West,0
CUST-0368,22,27707.227503491526,28261.372053561357,Bangalore,2023-01-03,0,West,0
CUST-0369,65,35424.24813223493,36132.73309487962,Delhi,2023-01-04,0,West,0
CUST-0370,36,13880.62917848029,14158.241762049896,Delhi,2023-01-05,0,West,0
CUST-0371,21,6099.163607206772,6221.1468793509075,Bangalore,2023-01-06,0,West,0
CUST-0372,52,47159.98287146782,48103.18252889718,Delhi,2023-01-07,1,West,1
CUST-0373,66,17028.16842182709,17368.73179026363,Mumbai,2023-01-08,0,West,0
CUST-0374,34,,,Mumbai,2023-01-09,0,West,0
CUST-0375,61,8383.23763853399,8550.90239130467,Mumbai,2023-01-10,0,West,0
CUST-0376,45,32806.06890142638,33462.1902794549,Bangalore,2023-01-11,0,West,0
CUST-0377,47,38027.36240645389,38787.90965458297,Delhi,2023-01-12,0,West,0
CUST-0378,46,2660.7325728560663,2713.9472243131877,Delhi,2023-01-13,0,West,0
CUST-0379,63,20519.18006902116,20929.563670401585,,2023-01-14,0,West,0
CUST-0380,23,7217.466341596581,7361.815668428512,Pune,2023-01-15,0,West,0
CUST-0381,52,3273.612938626244,3339.085197398769,,2023-01-16,0,West,0
CUST-0382,58,230060.06556976622,234661.26688116154,Delhi,2023-01-17,1,West,1
CUST-0383,54,19456.50112597101,19845.631148490433,Delhi,2023-01-18,0,West,0
CUST-0384,41,83003.53068849492,84663.60130226483,Bangalore,2023-01-19,1,West,1
CUST-0385,46,14694.44171467007,14988.330548963473,Delhi,2023-01-20,0,West,0
CUST-0386,66,57207.06755101758,58351.20890203793,Pune,2023-01-21,1,West,1
CUST-0387,63,71403.31114141044,72831.37736423865,,2023-01-22,1,West,1
CUST-0388,48,45272.329708456986,46177.776302626124,Delhi,2023-01-23,1,West,1
CUST-0389,52,31892.832202263588,32530.688846308858,Pune,2023-01-24,0,West,0
CUST-0390,50,26537.89067526889,27068.648488774266,Bangalore,2023-01-25,0,West,0
CUST-0391,69,21452.16508519874,21881.208386902716,Delhi,2023-01-26,0,West,0
CUST-0392,38,132627.80241103904,135280.35845925982,Delhi,2023-01-27,0,West,0
CUST-0393,49,88780.3535570899,90555.9606282317,Delhi,2023-01-28,1,West,1
CUST-0394,40,167658.81947078457,171011.99586020026,Bangalore,2023-01-29,0,West,0
CUST-0395,50,6636.427091805278,6769.155633641383,Pune,2023-01-30,0,West,0
CUST-0396,20,65627.56817302537,66940.11953648589,Pune,2023-01-31,0,West,0
CUST-0397,35,139306.36326306203,142092.49052832328,Mumbai,2023-02-01,0,West,0
CUST-0398,42,9997.790485039885,10197.746294740682,Delhi,2023-02-02,0,West,0
CUST-0399,59,3440.5158736248436,3509.3261910973406,Mumbai,2023-02-03,0,West,0
CUST-0400,48,67569.6576594311,68921.05081261972, mumbai ,2023-02-04,1,West,1
CUST-0401,20,42721.357209933485,43575.784354132156,Pune,2023-02-05,0,West,0
CUST-0402,57,92203.85706607389,94047.93420739537,Bangalore,2023-02-06,1,West,1
CUST-0403,63,7527.91232070963,7678.470567123823,Bangalore,2023-02-07,0,West,0
CUST-0404,41,79302.50555159341,80888.55566262528,Pune,2023-02-08,1,West,1
CUST-0405,67,11258.988653351147,11484.16842641817,Bangalore,2023-02-09,0,West,0
CUST-0406,49,8935.7599482759,9114.475147241417,Mumbai,2023-02-10,0,West,0
CUST-0407,64,8972.232827997535,9151.677484557486,Delhi,2023-02-11,0,West,0
CUST-0408,39,84255.16412820043,85940.26741076444,Pune,2023-02-12,0,West,0
CUST-0409,40,,,Delhi,2023-02-13,0,West,0
CUST-0410,19,37018.79781730222,37759.17377364827,Bangalore,2023-02-14,0,West,0
CUST-0411,44,22223.070083903407,22667.531485581476,Delhi,2023-02-15,0,West,0
CUST-0412,59,104860.13336471662,106957.33603201095,Bangalore,2023-02-16,1,West,1
CUST-0413,19,24915.637484872248,25413.950234569693,Bangalore,2023-02-17,0,West,0
CUST-0414,43,84804.13314240349,86500.21580525156,Mumbai,2023-02-18,1,West,1
CUST-0415,34,28913.74405569402,29492.0189368079,Bangalore,2023-02-19,0,West,0
CUST-0416,57,23655.978290886855,24129.097856704593,Mumbai,2023-02-20,0,West,0
CUST-0417,50,31058.052994980128,31679.214054879732,Mumbai,2023-02-21,0,West,0
CUST-0418,26,17932.263771532103,18290.909046962744,Mumbai,2023-02-22,0,West,0
CUST-0419,60,,,Pune,2023-02-23,1,West,1
CUST-0420,65,34930.140784779804,35628.7436004754,Pune,2023-02-24,0,West,0
CUST-0421,56,13212.126549853261,13476.369080850327,Bangalore,2023-02-25,0,West,0
CUST-0422,46,114916.99247752917,117215.33232707976,Mumbai,2023-02-26,1,West,1
CUST-0423,59,24216.587117935564,24700.918860294274,Pune,2023-02-27,0,West,0
CUST-0424,43,39214.119108888175,39998.40149106594,Mumbai,2023-02-28,0,West,0
CUST-0425,52,,,,2023-03-01,1,West,1
CUST-0426,67,48939.96519286653,49918.76449672387,Delhi,2023-03-02,1,West,1
CUST-0427,42,6215.730792888988,6340.045408746768,Delhi,2023-03-03,0,West,0
CUST-0428,41,140530.83419661046,143341.4508805427,,2023-03-04,1,West,1
CUST-0429,30,49403.846446741314,50391.92337567614,Mumbai,2023-03-05,0,West,0
CUST-0430,24,20391.31577756547,20799.142093116778,Delhi,2023-03-06,0,West,0
CUST-0431,53,7498.841030821291,7648.817851437717,Pune,2023-03-07,0,West,0
CUST-0432,62,,,Delhi,2023-03-08,1,West,1
CUST-0433,37,48388.775378142614,49356.55088570547,Delhi,2023-03-09,0,West,0
CUST-0434,18,38120.69290245141,38883.106760500435,Delhi,2023-03-10,0,West,0
CUST-0435,25,112165.16652682227,114408.46985735872,Bangalore,2023-03-11,0,West,0
CUST-0436,63,77699.5006848036,79253.49069849968,Pune,2023-03-12,1,West,1
CUST-0437,33,8224.566006317044,8389.057326443384,Mumbai,2023-03-13,0,West,0
CUST-0438,31,18678.127569790024,19051.690121185824,Pune,2023-03-14,0,West,0
CUST-0439,29,14283.480927441897,14569.150545990735,Mumbai,2023-03-15,0,West,0
CUST-0440,68,68118.40309342058,69480.771155289,Bangalore,2023-03-16,1,West,1
CUST-0441,40,,,Bangalore,2023-03-17,0,West,0
CUST-0442,32,42185.67781930715,43029.391375693296, bangalore ,2023-03-18,0,West,0
CUST-0443,45,71870.68579298894,73308.09950884871,Bangalore,2023-03-19,1,West,1
CUST-0444,51,104683.3672192969,106777.03456368283,,2023-03-20,1,West,1
CUST-0445,19,20933.729677254632,21352.404270799725,Delhi,2023-03-21,0,West,0
CUST-0446,49,86090.39817705016,87812.20614059117, mumbai ,2023-03-22,1,West,1
CUST-0447,40,5862.194254938867,5979.438140037644,Pune,2023-03-23,0,West,0
CUST-0448,39,93687.19786058438,95560.94181779606,Bangalore,2023-03-24,0,West,0
CUST-0449,68,6818.981526403542,6955.361156931614,Bangalore,2023-03-25,0,West,0
CUST-0450,42,25315.731560493216,25822.04619170308,Pune,2023-03-26,0,West,0
CUST-0451,39,79800.2681663245,81396.27352965099,Mumbai,2023-03-27,0,West,0
CUST-0452,39,8121.089496020809,8283.511285941226,Delhi,2023-03-28,0,West,0
CUST-0453,66,13019.651122237547,13280.044144682297, delhi ,2023-03-29,0,West,0
CUST-0454,69,64052.15488224527,65333.197979890174,Pune,2023-03-30,1,West,1
CUST-0455,59,,,Delhi,2023-03-31,1,West,1
CUST-0456,23,51242.210436869536,52267.05464560693,Mumbai,2023-04-01,0,West,0
CUST-0457,32,,,Mumbai,2023-04-02,0,West,0
CUST-0458,60,39123.45505978191,39905.92416097755,Pune,2023-04-03,0,West,0
CUST-0459,54,,,Mumbai,2023-04-04,0,West,0
CUST-0460,50,21209.15968966317,21633.342883456433,Bangalore,2023-04-05,0,West,0
CUST-0461,25,10020.063725826592,10220.465000343125,Pune,2023-04-06,0,West,0
CUST-0462,61,119543.80696618259,121934.68310550624,Mumbai,2023-04-07,1,West,1
CUST-0463,61,43780.45273182993,44656.061786466526,Pune,2023-04-08,1,West,1
CUST-0464,22,25612.282973951118,26124.52863343014,Delhi,2023-04-09,0,West,0
CUST-0465,56,,,Mumbai,2023-04-10,0,West,0
CUST-0466,21,147141.18684986056,150084.01058685777,Bangalore,2023-04-11,0,West,0
CUST-0467,23,8323.477506425033,8489.947056553534,Mumbai,2023-04-12,0,West,0
CUST-0468,62,44122.2304554277,45004.675064536255,Pune,2023-04-13,1,West,1
CUST-0469,49,35249.72203965887,35954.71648045204,Pune,2023-04-14,0,West,0
CUST-0470,69,47267.215900153635,48212.56021815671,Mumbai,2023-04-15,1,West,1
CUST-0471,999,913.8090203248618,932.085200731359,Bangalore,2023-04-16,0,West,0
CUST-0472,64,102834.67612703484,104891.36964957553,Bangalore,2023-04-17,1,West,1
CUST-0473,52,134499.4268345626,137189.41537125385,Bangalore,2023-04-18,1,West,1
CUST-0474,57,41635.77319716988,42468.48866111328,Pune,2023-04-19,1,West,1
CUST-0475,69,59643.53702629791,60836.407766823875,Mumbai,2023-04-20,1,West,1
CUST-0476,33,,,Delhi,2023-04-21,0,West,0
CUST-0477,30,61419.87266962591,62648.27012301843, pune ,2023-04-22,0,West,0
CUST-0478,67,8275.525456206085,8441.035965330208,Bangalore,2023-04-23,0,West,0
CUST-0479,59,42935.10749262801,43793.80964248058,Mumbai,2023-04-24,1,West,1
CUST-0480,47,46661.04285170075,47594.26370873477,Bangalore,2023-04-25,1,West,1
CUST-0481,36,27593.725196141055,28145.599700063878,Delhi,2023-04-26,0,West,0
CUST-0482,34,66674.51519416961,68008.005498053,Bangalore,2023-04-27,0,West,0
CUST-0483,36,136183.84428812374,138907.52117388623,Bangalore,2023-04-28,0,West,0
CUST-0484,45,129893.81065270587,132491.68686575998,Delhi,2023-04-29,1,West,1
CUST-0485,43,29968.214815180883,30567.5791114845,Mumbai,2023-04-30,0,West,0
CUST-0486,54,6008.935227589209,6129.113932140993,Pune,2023-05-01,0,West,0
CUST-0487,43,,,,2023-05-02,1,West,1
CUST-0488,40,91285.90554092215,93111.62365174059,Delhi,2023-05-03,0,West,0
CUST-0489,26,6657.29798585317,6790.443945570233,Bangalore,2023-05-04,0,West,0
CUST-0490,29,126815.39704816381,129351.70498912709,Mumbai,2023-05-05,0,West,0
CUST-0491,18,101971.19656134317,104010.62049257003,Pune,2023-05-06,0,West,0
CUST-0492,18,36577.56929843246,37309.12068440111,Delhi,2023-05-07,0,West,0
CUST-0493,64,44735.68934145374,45630.403128282815,Mumbai,2023-05-08,1,West,1
CUST-0494,51,,,Pune,2023-05-09,0,West,0
CUST-0495,49,2815.907462164689,2872.225611407983,Delhi,2023-05-10,0,West,0
CUST-0496,65,20413.244315037056,20821.509201337798,Pune,2023-05-11,0,West,0
CUST-0497,42,81190.39555330893,82814.20346437511,Delhi,2023-05-12,1,West,1
CUST-0498,57,232.13920331714425,236.78198738348715,Bangalore,2023-05-13,0,West,0
CUST-0499,62,20285.694829508437,20691.408726098605,Mumbai,2023-05-14,0,West,0
CUST-0500,18,25388.90474273391,25896.68283758859,Pune,2023-05-15,0,West,0
CUST-0004,32,47301.523601871755,48247.55407390919,Pune,2022-01-04,0,West,0
CUST-0043,68,162454.5930753377,165703.68493684445,Bangalore,2022-02-12,1,West,1
CUST-0118,22,215772.9281029046,220088.38666496272,Bangalore,2022-04-28,0,West,0
