recorded_income,credit_score,existing_loans,age,loan_amount,gender,default
67.9,683.0,0,45.0,404.0,1,0
10.9,641.0,0,31.0,382.0,0,1
38.0,563.0,1,58.0,205.0,1,0
21.9,484.0,0,27.0,331.0,0,1
45.0,653.0,1,49.0,375.0,1,0
3.5,574.0,1,35.0,369.0,0,1
39.7,780.0,0,57.0,425.0,0,1
40.2,555.0,3,41.0,193.0,1,1
8.6,625.0,1,36.0,212.0,0,1
24.2,626.0,2,36.0,231.0,0,0
34.4,467.0,0,37.0,486.0,0,0
11.3,531.0,0,37.0,422.0,0,1
28.0,421.0,1,35.0,137.0,0,0
24.1,625.0,0,34.0,481.0,1,0
31.7,617.0,1,32.0,120.0,1,0
40.4,667.0,0,38.0,248.0,1,0
42.8,535.0,1,40.0,213.0,1,1
32.9,505.0,1,44.0,148.0,1,0
44.1,571.0,0,40.0,520.0,1,1
52.3,637.0,1,38.0,186.0,1,0
35.8,503.0,3,34.0,394.0,1,1
43.0,634.0,0,40.0,288.0,0,0
43.4,644.0,2,40.0,190.0,0,0
23.5,674.0,2,34.0,225.0,0,0
21.3,568.0,0,48.0,235.0,0,1
15.0,608.0,1,45.0,335.0,1,1
38.1,711.0,1,31.0,390.0,1,1
34.5,537.0,2,30.0,279.0,1,1
51.7,597.0,2,32.0,389.0,1,0
12.1,781.0,3,38.0,320.0,0,1
35.8,627.0,0,30.0,347.0,1,0
38.2,685.0,0,36.0,175.0,0,0
20.3,627.0,0,42.0,492.0,0,0
28.6,691.0,2,35.0,506.0,1,0
18.3,644.0,1,40.0,190.0,1,1
79.3,580.0,1,33.0,238.0,1,0
20.2,578.0,1,29.0,346.0,0,1
20.5,579.0,0,41.0,342.0,1,0
27.9,659.0,0,21.0,372.0,1,1
28.4,602.0,0,62.0,267.0,1,1
25.2,598.0,1,28.0,421.0,0,1
52.4,607.0,2,30.0,257.0,1,0
35.5,625.0,1,35.0,188.0,1,0
26.2,741.0,2,31.0,301.0,1,0
18.2,517.0,2,31.0,169.0,1,1
40.3,697.0,0,41.0,156.0,1,0
28.4,562.0,2,36.0,230.0,0,1
44.1,570.0,1,33.0,310.0,0,0
41.4,587.0,0,23.0,215.0,1,1
27.0,478.0,0,28.0,306.0,0,1
17.0,543.0,2,39.0,214.0,0,1
24.8,588.0,2,39.0,289.0,0,1
33.4,546.0,0,24.0,347.0,1,1
24.1,717.0,1,36.0,175.0,0,0
25.6,526.0,2,21.0,440.0,1,1
33.7,585.0,2,42.0,356.0,0,1
37.9,546.0,1,34.0,452.0,1,0
25.9,713.0,0,48.0,370.0,0,0
14.3,479.0,0,42.0,397.0,1,1
47.4,637.0,2,49.0,366.0,1,0
33.1,708.0,2,34.0,298.0,0,0
27.4,727.0,0,37.0,290.0,1,1
38.4,616.0,0,30.0,216.0,0,0
13.7,756.0,2,47.0,260.0,0,0
27.8,514.0,4,39.0,405.0,0,1
35.9,550.0,1,36.0,261.0,1,1
14.2,551.0,2,50.0,289.0,0,1
42.8,623.0,1,21.0,206.0,1,0
45.9,410.0,0,48.0,492.0,0,1
41.0,685.0,0,30.0,290.0,1,0
33.1,711.0,1,39.0,199.0,1,0
32.7,574.0,2,21.0,455.0,0,0
41.6,713.0,0,40.0,346.0,1,0
40.4,652.0,0,30.0,428.0,1,0
23.5,512.0,1,26.0,241.0,0,0
61.3,538.0,0,52.0,346.0,1,1
46.8,554.0,1,24.0,337.0,1,0
32.1,630.0,1,34.0,150.0,1,0
38.4,685.0,3,42.0,403.0,1,1
28.9,660.0,2,43.0,305.0,1,0
21.6,544.0,1,25.0,192.0,0,0
21.3,610.0,2,34.0,322.0,0,1
23.0,545.0,1,55.0,252.0,1,1
51.7,742.0,1,33.0,249.0,1,0
35.6,565.0,2,56.0,357.0,1,0
48.3,594.0,0,41.0,238.0,1,0
21.0,574.0,0,43.0,409.0,0,0
39.1,492.0,1,21.0,269.0,1,1
20.5,593.0,1,34.0,380.0,0,1
35.6,674.0,0,51.0,475.0,0,0
36.3,585.0,2,34.0,384.0,1,0
20.3,451.0,2,30.0,252.0,0,1
15.4,581.0,0,34.0,352.0,1,1
30.9,536.0,1,43.0,283.0,0,0
29.4,605.0,2,28.0,213.0,1,1
39.8,687.0,0,33.0,71.0,1,0
22.8,537.0,0,29.0,323.0,0,0
54.3,586.0,1,27.0,556.0,1,0
48.2,604.0,2,54.0,481.0,1,0
32.7,472.0,0,25.0,475.0,0,0
30.8,632.0,0,45.0,103.0,1,0
32.9,574.0,0,39.0,109.0,0,1
46.0,514.0,0,50.0,217.0,0,0
19.3,479.0,1,44.0,195.0,0,1
29.8,596.0,1,37.0,203.0,0,1
15.3,674.0,2,48.0,254.0,1,0
42.7,644.0,0,34.0,397.0,0,0
23.8,494.0,1,38.0,334.0,0,0
51.7,569.0,4,30.0,363.0,1,1
9.9,641.0,1,33.0,20.0,0,0
46.9,707.0,0,42.0,362.0,0,0
24.3,736.0,1,25.0,311.0,0,0
48.2,619.0,0,52.0,375.0,1,0
29.6,697.0,0,42.0,211.0,0,0
36.2,474.0,1,54.0,339.0,1,1
45.7,646.0,2,38.0,207.0,0,0
10.7,743.0,4,33.0,20.0,0,0
31.1,596.0,1,49.0,357.0,0,1
37.6,724.0,1,50.0,192.0,0,0
39.6,722.0,2,29.0,302.0,1,1
38.2,656.0,2,40.0,408.0,1,1
37.9,751.0,0,40.0,340.0,1,0
15.1,574.0,0,36.0,415.0,0,1
28.4,579.0,0,26.0,266.0,0,1
47.7,737.0,0,26.0,20.0,1,0
41.0,635.0,2,62.0,450.0,1,1
25.1,488.0,2,50.0,159.0,0,1
32.7,602.0,0,54.0,176.0,1,1
35.8,850.0,2,21.0,383.0,1,1
41.2,387.0,0,21.0,359.0,0,0
8.7,719.0,1,51.0,245.0,1,0
40.6,554.0,3,28.0,103.0,1,1
24.6,648.0,1,48.0,489.0,0,1
61.8,674.0,0,44.0,296.0,1,0
28.6,479.0,1,45.0,180.0,0,0
62.3,460.0,1,37.0,188.0,1,0
8.1,522.0,1,48.0,429.0,1,1
32.8,591.0,3,41.0,272.0,0,1
30.9,449.0,0,33.0,328.0,0,0
42.6,659.0,0,34.0,230.0,0,0
10.8,653.0,1,26.0,402.0,0,1
37.7,627.0,0,36.0,274.0,1,0
41.0,620.0,0,43.0,512.0,1,1
22.8,481.0,0,49.0,325.0,0,0
40.8,572.0,0,35.0,490.0,0,0
34.9,604.0,1,33.0,281.0,1,0
70.5,670.0,2,30.0,224.0,1,1
39.1,612.0,0,35.0,89.0,0,0
38.0,750.0,1,31.0,233.0,0,0
33.9,656.0,1,38.0,177.0,0,0
24.0,605.0,1,35.0,305.0,1,1
23.5,641.0,0,56.0,357.0,0,0
48.6,745.0,0,35.0,277.0,1,0
35.1,499.0,0,54.0,298.0,0,1
41.7,568.0,2,32.0,326.0,0,0
33.0,569.0,1,36.0,183.0,1,0
19.0,540.0,2,36.0,20.0,0,1
37.0,514.0,1,36.0,20.0,0,0
19.5,654.0,0,26.0,375.0,0,0
53.1,559.0,0,34.0,419.0,1,1
58.0,655.0,1,42.0,419.0,1,0
32.8,559.0,0,41.0,542.0,0,0
24.2,486.0,1,42.0,351.0,0,1
28.4,708.0,0,33.0,396.0,0,0
48.9,762.0,1,27.0,266.0,1,0
28.1,620.0,2,43.0,332.0,0,0
51.1,647.0,0,21.0,216.0,0,0
25.1,756.0,0,51.0,343.0,1,0
17.5,646.0,0,38.0,256.0,0,0
25.3,705.0,1,47.0,527.0,1,1
21.8,664.0,2,36.0,591.0,0,0
5.1,719.0,0,30.0,487.0,0,0
30.6,628.0,1,50.0,397.0,1,1
30.2,627.0,0,44.0,242.0,1,0
28.8,655.0,0,38.0,83.0,0,0
32.4,479.0,0,33.0,459.0,0,0
21.4,521.0,1,52.0,124.0,1,0
53.5,722.0,1,54.0,243.0,1,0
67.0,728.0,0,32.0,287.0,1,0
25.8,639.0,0,31.0,280.0,0,0
44.5,514.0,2,34.0,388.0,0,0
30.1,708.0,0,25.0,308.0,0,0
48.9,607.0,1,36.0,317.0,0,0
39.7,495.0,1,40.0,231.0,0,0
16.5,656.0,0,21.0,323.0,1,1
28.2,680.0,1,31.0,359.0,0,1
39.1,679.0,1,47.0,404.0,0,0
28.3,572.0,4,39.0,305.0,0,1
27.6,553.0,2,21.0,195.0,0,1
41.3,482.0,1,40.0,345.0,0,0
29.4,737.0,0,47.0,286.0,1,0
40.3,619.0,0,48.0,243.0,1,0
44.9,741.0,1,47.0,516.0,1,0
35.0,577.0,0,32.0,270.0,1,1
39.7,754.0,0,32.0,139.0,1,0
36.1,436.0,3,34.0,270.0,0,1
32.5,615.0,1,47.0,298.0,0,0
27.9,527.0,1,28.0,197.0,1,0
23.4,546.0,0,31.0,202.0,1,0
28.2,481.0,0,42.0,155.0,1,1
40.0,542.0,2,34.0,73.0,1,0
37.6,772.0,1,23.0,234.0,1,0
27.5,549.0,0,41.0,261.0,1,1
31.0,697.0,1,49.0,350.0,1,1
17.2,424.0,0,31.0,204.0,1,1
32.4,820.0,0,36.0,285.0,0,0
27.6,598.0,1,35.0,344.0,0,1
14.8,682.0,1,38.0,248.0,0,0
40.4,712.0,0,47.0,223.0,1,0
60.1,548.0,1,41.0,256.0,1,0
28.9,638.0,1,33.0,250.0,1,1
59.7,576.0,0,32.0,167.0,1,0
24.6,538.0,2,43.0,488.0,0,1
30.1,462.0,0,24.0,360.0,0,1
41.5,591.0,2,28.0,117.0,1,0
42.7,667.0,0,41.0,502.0,0,0
42.4,684.0,1,42.0,413.0,1,1
22.9,621.0,2,30.0,395.0,1,1
20.3,637.0,2,36.0,285.0,1,1
17.0,628.0,0,52.0,259.0,1,0
14.3,534.0,2,24.0,434.0,1,1
28.5,462.0,1,38.0,392.0,0,1
17.9,549.0,0,27.0,386.0,0,0
27.2,456.0,1,50.0,547.0,0,1
20.6,674.0,1,26.0,163.0,0,0
28.4,824.0,0,34.0,219.0,1,0
23.0,691.0,0,37.0,351.0,0,1
35.4,575.0,2,31.0,268.0,0,0
37.8,602.0,2,35.0,286.0,0,0
31.9,704.0,1,38.0,433.0,0,0
25.2,546.0,1,44.0,325.0,1,0
49.7,612.0,0,21.0,279.0,1,1
50.3,405.0,1,36.0,217.0,1,1
44.1,500.0,1,34.0,359.0,1,1
30.9,549.0,1,34.0,371.0,1,1
35.4,657.0,1,54.0,217.0,0,1
46.3,531.0,0,32.0,205.0,1,0
3.5,656.0,0,47.0,143.0,0,1
34.8,616.0,0,43.0,379.0,0,0
11.3,767.0,0,33.0,439.0,1,0
50.0,503.0,2,43.0,222.0,1,0
37.7,418.0,5,39.0,198.0,1,1
57.9,381.0,0,42.0,330.0,1,1
38.5,587.0,1,32.0,152.0,1,0
18.7,704.0,2,49.0,244.0,0,0
26.5,617.0,1,33.0,377.0,0,1
55.9,659.0,1,36.0,308.0,1,0
28.3,596.0,3,50.0,452.0,0,1
26.8,621.0,0,36.0,300.0,0,0
51.2,464.0,0,37.0,249.0,1,0
43.2,774.0,3,43.0,535.0,1,0
39.9,643.0,1,55.0,340.0,1,0
42.3,482.0,1,32.0,323.0,0,0
44.3,423.0,0,39.0,336.0,0,0
49.2,648.0,2,42.0,271.0,1,1
35.7,590.0,3,35.0,159.0,1,1
43.7,575.0,0,33.0,300.0,0,0
40.4,729.0,1,48.0,232.0,0,0
35.5,549.0,0,34.0,299.0,0,0
21.8,524.0,0,52.0,271.0,1,1
42.1,665.0,0,25.0,349.0,1,1
20.2,655.0,1,41.0,252.0,0,0
37.6,484.0,1,44.0,100.0,1,1
30.5,671.0,1,43.0,433.0,0,0
41.5,776.0,2,29.0,441.0,1,0
23.0,570.0,1,25.0,400.0,0,1
59.1,545.0,1,30.0,155.0,1,0
14.6,535.0,0,49.0,408.0,1,0
51.0,677.0,1,51.0,361.0,1,0
12.1,680.0,1,32.0,452.0,1,1
32.0,500.0,0,58.0,366.0,0,1
18.7,702.0,1,36.0,227.0,0,1
37.2,715.0,0,46.0,212.0,0,0
41.3,627.0,2,38.0,209.0,1,0
43.7,403.0,1,36.0,582.0,1,1
24.7,671.0,0,47.0,339.0,1,0
30.2,454.0,2,51.0,288.0,1,1
30.2,667.0,0,49.0,359.0,0,1
34.1,691.0,1,38.0,252.0,0,0
58.8,686.0,1,41.0,490.0,0,0
30.3,365.0,1,42.0,403.0,0,1
38.2,534.0,0,59.0,281.0,0,0
11.7,667.0,2,30.0,484.0,0,0
20.1,593.0,1,37.0,298.0,1,0
34.7,463.0,2,29.0,354.0,1,1
15.4,561.0,0,37.0,361.0,0,1
62.3,600.0,0,33.0,268.0,1,0
23.7,446.0,0,45.0,394.0,0,0
42.5,754.0,1,28.0,296.0,0,0
62.3,673.0,1,57.0,116.0,1,0
28.4,613.0,2,44.0,321.0,0,0
47.5,534.0,0,23.0,231.0,1,0
27.4,572.0,0,30.0,156.0,0,0
33.7,541.0,0,32.0,422.0,0,0
33.1,511.0,2,22.0,181.0,0,1
26.7,613.0,2,52.0,374.0,0,1
47.6,699.0,0,31.0,240.0,1,0
46.1,583.0,0,33.0,289.0,0,0
35.5,563.0,1,27.0,363.0,0,0
44.9,616.0,0,39.0,479.0,1,0
41.9,670.0,0,36.0,296.0,1,0
17.4,553.0,3,39.0,211.0,0,1
17.2,476.0,1,44.0,288.0,0,1
44.9,685.0,0,33.0,466.0,1,0
13.6,477.0,0,35.0,626.0,0,1
28.5,648.0,1,29.0,100.0,1,0
41.5,591.0,3,21.0,223.0,0,0
68.7,519.0,1,37.0,327.0,1,0
10.5,725.0,0,23.0,107.0,0,0
64.4,690.0,0,48.0,25.0,1,0
36.8,652.0,2,40.0,280.0,1,0
39.8,640.0,1,42.0,239.0,1,0
26.8,643.0,1,35.0,459.0,0,1
56.2,511.0,0,24.0,214.0,1,1
11.1,549.0,3,48.0,219.0,0,1
46.8,452.0,3,41.0,253.0,1,1
25.8,626.0,2,27.0,468.0,1,1
34.0,729.0,2,49.0,350.0,0,0
44.2,565.0,2,31.0,412.0,0,0
28.0,621.0,0,47.0,408.0,0,1
45.6,552.0,1,44.0,325.0,1,0
46.1,558.0,1,37.0,265.0,1,1
19.6,569.0,1,49.0,122.0,0,1
43.9,468.0,1,44.0,297.0,0,0
45.9,702.0,2,21.0,227.0,0,0
35.4,600.0,0,47.0,288.0,0,0
28.8,687.0,0,61.0,471.0,0,1
23.2,627.0,0,48.0,114.0,0,0
30.6,527.0,1,39.0,252.0,1,1
46.0,571.0,0,39.0,447.0,0,0
42.9,457.0,0,32.0,315.0,0,0
27.3,671.0,0,33.0,84.0,0,0
11.4,612.0,0,37.0,351.0,0,1
5.0,529.0,1,32.0,266.0,1,1
16.6,464.0,2,38.0,325.0,0,1
26.6,548.0,0,58.0,76.0,0,0
42.7,500.0,2,29.0,334.0,0,1
30.2,612.0,0,50.0,407.0,1,1
47.6,505.0,3,36.0,357.0,1,1
41.7,785.0,1,37.0,434.0,0,0
41.9,689.0,1,37.0,203.0,1,0
26.5,566.0,0,55.0,383.0,0,1
14.3,466.0,1,34.0,234.0,0,1
15.4,590.0,0,48.0,279.0,0,0
46.2,424.0,2,50.0,387.0,1,1
25.9,695.0,2,27.0,278.0,0,0
29.3,671.0,1,41.0,204.0,0,1
27.5,730.0,1,42.0,321.0,0,0
50.0,550.0,0,41.0,20.0,1,0
28.2,673.0,1,30.0,429.0,1,1
35.0,725.0,1,40.0,299.0,1,0
47.9,561.0,0,37.0,217.0,0,0
19.6,534.0,0,26.0,323.0,0,1
35.8,721.0,1,30.0,438.0,1,0
21.8,613.0,3,32.0,375.0,0,1
46.7,638.0,2,44.0,250.0,1,1
55.3,592.0,0,56.0,240.0,1,0
22.8,488.0,1,37.0,247.0,0,1
23.5,699.0,0,25.0,357.0,0,0
25.1,417.0,1,32.0,180.0,0,0
33.6,690.0,0,38.0,293.0,0,0
20.2,575.0,0,32.0,193.0,0,0
24.1,583.0,1,42.0,482.0,0,1
3.5,552.0,3,36.0,252.0,0,1
13.5,647.0,0,26.0,239.0,0,0
38.3,637.0,0,51.0,257.0,1,1
37.4,745.0,2,45.0,193.0,0,0
44.4,583.0,1,38.0,285.0,1,1
16.5,584.0,2,39.0,445.0,0,1
19.0,568.0,3,38.0,338.0,1,1
29.8,609.0,2,40.0,314.0,0,1
10.6,560.0,0,27.0,174.0,0,0
39.2,704.0,1,52.0,396.0,0,0
41.0,723.0,5,48.0,398.0,1,1
11.1,427.0,3,23.0,129.0,0,1
25.5,484.0,1,21.0,306.0,1,1
29.1,508.0,0,50.0,401.0,1,0
19.9,660.0,0,35.0,20.0,0,0
12.4,520.0,1,37.0,337.0,0,1
18.8,650.0,1,38.0,544.0,0,1
29.7,723.0,1,44.0,284.0,1,1
20.5,669.0,1,67.0,415.0,0,1
56.9,506.0,0,39.0,337.0,1,0
41.6,492.0,1,34.0,297.0,1,0
25.1,360.0,0,34.0,320.0,1,1
24.5,644.0,1,37.0,223.0,0,0
26.8,487.0,1,31.0,476.0,1,0
24.8,604.0,0,39.0,399.0,0,0
37.2,621.0,1,37.0,363.0,0,0
30.6,482.0,1,33.0,187.0,0,1
52.0,685.0,0,31.0,330.0,0,0
31.9,507.0,2,39.0,128.0,0,0
26.3,547.0,3,32.0,353.0,1,1
36.5,494.0,0,21.0,139.0,0,0
39.3,604.0,0,33.0,39.0,0,0
39.5,540.0,1,37.0,221.0,0,0
23.6,804.0,1,26.0,503.0,1,0
37.8,542.0,2,47.0,176.0,1,0
39.9,617.0,1,46.0,301.0,0,0
14.7,575.0,1,46.0,249.0,1,0
22.8,680.0,4,40.0,321.0,0,0
18.6,600.0,1,46.0,432.0,1,1
18.2,468.0,1,35.0,150.0,0,1
24.8,618.0,0,27.0,540.0,1,1
58.8,640.0,0,47.0,209.0,1,0
25.5,485.0,0,48.0,246.0,0,1
27.0,506.0,1,25.0,285.0,1,1
17.1,541.0,1,35.0,190.0,0,1
42.1,623.0,1,39.0,235.0,1,1
27.9,568.0,1,54.0,349.0,0,1
42.1,397.0,2,48.0,97.0,0,1
47.5,532.0,0,46.0,168.0,1,0
13.0,702.0,0,31.0,336.0,0,0
21.4,657.0,2,38.0,491.0,0,1
39.2,659.0,1,36.0,131.0,0,1
30.7,595.0,0,32.0,619.0,1,1
46.2,796.0,0,32.0,433.0,0,0
23.5,594.0,1,57.0,329.0,1,1
34.0,579.0,3,35.0,355.0,0,1
19.0,557.0,0,46.0,278.0,0,1
22.6,564.0,1,41.0,71.0,0,1
56.5,670.0,0,38.0,264.0,1,0
26.7,412.0,4,29.0,229.0,0,1
36.5,493.0,0,50.0,320.0,0,1
47.1,726.0,1,36.0,346.0,1,0
51.3,530.0,1,45.0,298.0,1,0
26.7,499.0,1,50.0,314.0,1,1
25.7,585.0,0,33.0,365.0,0,0
46.4,533.0,1,48.0,304.0,1,0
19.1,626.0,0,41.0,209.0,0,1
64.4,492.0,1,44.0,565.0,1,0
28.3,735.0,2,46.0,392.0,1,0
35.5,482.0,1,70.0,470.0,1,1
24.9,592.0,2,32.0,222.0,1,1
7.9,605.0,1,21.0,394.0,1,1
46.9,622.0,2,51.0,378.0,0,0
25.9,595.0,2,36.0,316.0,0,1
33.3,599.0,2,44.0,557.0,1,1
25.9,594.0,3,26.0,244.0,0,1
61.3,718.0,0,65.0,256.0,1,0
17.9,589.0,0,50.0,200.0,0,0
35.1,687.0,2,58.0,358.0,0,0
33.6,534.0,4,26.0,249.0,1,1
31.0,600.0,1,25.0,540.0,1,1
34.0,588.0,1,55.0,407.0,0,0
38.4,690.0,0,21.0,245.0,0,0
22.6,547.0,0,42.0,244.0,0,1
28.5,538.0,2,45.0,368.0,1,1
22.5,586.0,2,30.0,275.0,1,1
39.6,598.0,1,37.0,308.0,0,0
22.0,411.0,0,54.0,173.0,0,1
8.6,523.0,0,32.0,401.0,0,1
42.8,700.0,0,47.0,190.0,0,0
13.6,577.0,0,59.0,20.0,0,1
36.2,578.0,0,46.0,404.0,0,0
42.8,651.0,0,43.0,262.0,1,0
44.3,649.0,2,47.0,458.0,1,1
31.2,757.0,1,35.0,393.0,1,0
45.5,657.0,2,46.0,255.0,1,0
15.0,560.0,3,34.0,180.0,1,1
48.8,605.0,2,43.0,456.0,1,0
63.4,670.0,1,55.0,370.0,1,0
53.3,687.0,0,42.0,276.0,1,0
6.8,519.0,1,25.0,355.0,0,1
17.7,660.0,2,58.0,503.0,0,1
26.0,759.0,2,37.0,186.0,0,0
33.1,584.0,1,36.0,173.0,0,0
26.9,601.0,2,31.0,376.0,0,0
22.8,517.0,1,24.0,274.0,0,0
34.3,504.0,1,42.0,444.0,0,1
57.5,601.0,2,32.0,327.0,1,0
25.6,671.0,0,32.0,392.0,0,1
50.9,573.0,1,21.0,225.0,1,0
3.5,700.0,1,38.0,301.0,0,0
25.9,682.0,4,28.0,285.0,1,1
24.6,567.0,1,48.0,257.0,0,1
32.7,666.0,1,34.0,365.0,1,1
45.0,588.0,1,51.0,455.0,1,0
38.6,608.0,0,26.0,283.0,0,1
47.6,697.0,0,30.0,297.0,1,0
30.7,819.0,4,37.0,590.0,1,1
12.0,474.0,0,37.0,338.0,0,1
48.4,570.0,0,21.0,451.0,1,1
8.7,704.0,0,51.0,298.0,0,0
34.9,578.0,1,33.0,265.0,0,0
26.0,561.0,1,21.0,435.0,0,1
22.4,750.0,0,34.0,285.0,1,0
44.3,595.0,2,50.0,216.0,1,0
28.0,671.0,0,21.0,352.0,0,0
27.6,572.0,2,50.0,181.0,0,0
38.7,460.0,0,41.0,291.0,1,1
32.4,554.0,0,36.0,299.0,0,0
37.7,662.0,0,35.0,373.0,0,0
47.4,617.0,0,43.0,125.0,1,0
38.6,528.0,1,44.0,345.0,0,0
39.3,786.0,0,46.0,270.0,1,0
64.3,611.0,4,28.0,233.0,1,0
34.0,510.0,0,36.0,332.0,0,1
22.3,717.0,1,42.0,406.0,0,0
23.6,682.0,0,49.0,414.0,1,1
43.1,550.0,2,54.0,87.0,1,0
20.4,659.0,0,38.0,259.0,1,0
17.8,671.0,0,69.0,430.0,0,0
30.5,642.0,0,32.0,349.0,0,0
30.9,612.0,0,44.0,433.0,1,0
18.2,441.0,1,42.0,239.0,0,1
27.6,571.0,0,32.0,302.0,0,0
41.1,595.0,3,52.0,397.0,1,1
36.9,547.0,0,47.0,317.0,1,1
24.0,568.0,3,60.0,358.0,0,0
37.0,663.0,0,21.0,348.0,0,0
31.6,555.0,3,37.0,77.0,0,0
25.7,447.0,0,36.0,310.0,0,1
77.0,544.0,0,41.0,313.0,1,0
42.9,552.0,1,56.0,395.0,1,1
57.0,585.0,1,40.0,305.0,1,0
31.6,490.0,1,37.0,298.0,1,1
13.7,572.0,2,31.0,368.0,0,1
19.7,521.0,1,24.0,219.0,0,1
36.0,670.0,2,24.0,378.0,1,0
22.8,583.0,0,51.0,231.0,0,0
42.0,649.0,0,50.0,369.0,0,0
38.2,625.0,1,39.0,586.0,1,1
32.8,484.0,1,21.0,193.0,0,1
27.5,596.0,1,44.0,296.0,0,0
23.4,750.0,0,21.0,110.0,0,0
40.6,455.0,1,45.0,235.0,1,1
46.0,685.0,0,50.0,411.0,0,0
28.5,609.0,2,39.0,405.0,1,1
51.5,464.0,2,48.0,502.0,1,1
17.2,652.0,1,28.0,356.0,0,1
33.1,690.0,1,23.0,367.0,1,0
40.1,595.0,0,30.0,210.0,1,0
31.4,628.0,2,32.0,287.0,0,0
43.6,764.0,1,37.0,231.0,0,0
27.5,546.0,1,58.0,157.0,0,0
19.1,765.0,0,35.0,326.0,0,1
34.8,748.0,3,21.0,284.0,0,0
34.5,481.0,0,34.0,304.0,1,1
43.6,611.0,1,36.0,214.0,1,0
38.3,606.0,1,38.0,309.0,1,1
7.6,716.0,1,45.0,127.0,0,0
47.6,705.0,2,36.0,433.0,1,0
48.8,736.0,2,38.0,91.0,1,0
37.7,454.0,1,32.0,263.0,0,0
67.0,724.0,1,26.0,362.0,1,0
15.5,651.0,1,38.0,306.0,0,0
33.4,435.0,1,36.0,99.0,0,1
32.3,718.0,0,29.0,245.0,0,0
23.6,500.0,0,26.0,127.0,0,1
46.0,670.0,1,65.0,339.0,1,0
47.5,547.0,1,47.0,35.0,1,0
21.7,581.0,1,38.0,265.0,1,0
43.7,640.0,0,34.0,483.0,1,0
26.2,581.0,1,55.0,211.0,1,1
21.2,469.0,2,27.0,315.0,0,1
13.4,628.0,1,39.0,185.0,1,1
23.0,496.0,1,36.0,206.0,0,1
36.9,649.0,3,36.0,164.0,1,0
48.2,487.0,0,29.0,553.0,1,0
40.0,613.0,0,39.0,470.0,1,0
16.9,633.0,1,37.0,390.0,1,0
52.9,781.0,0,21.0,287.0,1,0
26.8,426.0,1,31.0,64.0,0,1
33.1,628.0,1,24.0,200.0,0,0
54.5,487.0,0,52.0,539.0,1,0
61.3,643.0,1,40.0,220.0,1,0
48.6,590.0,1,48.0,417.0,0,0
27.2,669.0,0,34.0,204.0,0,0
44.7,727.0,0,48.0,420.0,1,0
23.8,570.0,0,46.0,353.0,1,1
55.9,599.0,0,23.0,443.0,1,0
22.2,681.0,0,43.0,268.0,1,0
9.0,552.0,0,43.0,498.0,0,1
36.7,636.0,2,31.0,296.0,0,0
22.5,675.0,0,44.0,509.0,0,0
36.2,503.0,1,29.0,444.0,0,0
32.3,463.0,0,42.0,267.0,0,0
10.9,616.0,0,40.0,250.0,0,1
5.0,679.0,0,59.0,190.0,1,0
23.6,465.0,2,56.0,417.0,1,1
28.2,644.0,0,31.0,330.0,0,0
15.2,567.0,1,48.0,538.0,0,1
21.1,585.0,2,56.0,344.0,0,0
12.7,693.0,1,21.0,426.0,0,0
42.5,613.0,2,38.0,86.0,1,0
41.4,523.0,1,31.0,360.0,1,0
22.9,599.0,3,33.0,237.0,0,0
42.7,579.0,2,36.0,445.0,0,1
62.5,575.0,1,47.0,386.0,1,0
33.9,706.0,3,49.0,285.0,0,0
13.0,541.0,1,52.0,366.0,1,1
23.4,529.0,2,33.0,156.0,1,1
32.3,623.0,0,46.0,251.0,0,1
21.4,658.0,2,35.0,321.0,0,1
32.7,588.0,2,41.0,240.0,1,0
53.5,489.0,2,21.0,538.0,1,1
33.4,610.0,0,41.0,479.0,0,0
59.7,818.0,0,34.0,462.0,1,0
23.5,651.0,0,51.0,316.0,0,0
42.4,450.0,2,50.0,571.0,0,0
31.7,514.0,0,47.0,427.0,1,1
62.5,608.0,0,41.0,382.0,1,0
29.1,649.0,0,42.0,276.0,0,0
19.0,537.0,1,33.0,289.0,0,1
15.5,795.0,1,51.0,276.0,1,1
24.8,648.0,2,51.0,298.0,0,0
25.3,630.0,0,36.0,240.0,0,0
37.0,713.0,1,45.0,475.0,0,0
38.3,622.0,2,31.0,236.0,1,1
33.5,423.0,1,49.0,278.0,1,1
56.2,565.0,3,48.0,301.0,1,1
25.6,542.0,3,35.0,368.0,0,1
31.4,570.0,2,62.0,391.0,1,1
48.6,610.0,0,36.0,325.0,1,0
22.9,662.0,0,26.0,267.0,0,1
34.9,530.0,0,53.0,431.0,0,1
31.0,531.0,0,41.0,162.0,1,1
36.7,593.0,2,49.0,308.0,1,1
42.3,652.0,0,49.0,109.0,1,0
34.4,650.0,0,48.0,397.0,1,0
27.9,654.0,0,23.0,294.0,0,0
52.2,700.0,0,34.0,309.0,1,1
46.2,568.0,0,28.0,299.0,1,1
33.1,701.0,2,55.0,279.0,0,0
21.3,630.0,1,31.0,396.0,0,0
52.8,614.0,1,57.0,502.0,1,0
50.0,762.0,0,46.0,267.0,1,0
55.1,571.0,0,23.0,237.0,1,0
29.1,531.0,1,40.0,356.0,1,0
37.4,732.0,1,34.0,421.0,1,0
34.7,596.0,2,35.0,177.0,0,1
21.6,699.0,0,42.0,262.0,0,0
36.6,636.0,0,33.0,559.0,1,1
48.2,442.0,1,23.0,322.0,0,1
